aircraftType_iataMain;aircraftType_iataSub;route;codeshares;flight_states;eu;visa;flightDirection;flightName;flightNumber;gate;pier;id;isOperationalFlight;mainFlight;prefixIATA;prefixICAO;airlineCode;aircraftRegistration;serviceType;terminal;estimatedLandingTime;lastUpdatedAt;actualLandingTime;scheduleDateTime;actualOffBlockTime;expectedTimeBoarding;expectedTimeGateClosing;expectedTimeGateOpening;expectedTimeOnBelt;expectedSecurityFilter;publicEstimatedOffBlockTime
;;STR;DL9406,SK6670,6E8012;;S;False;D;SK6670;6670;B26;B;145009204455412495;True;KL1827;SK;SAS;150.0;PHEXH;J;1.0;;2026-05-26 22:20:53.808000+00:00;;2026-05-27 06:00:00+00:00;;2026-05-27 05:35:00+00:00;2026-05-27 05:45:00+00:00;;;;
;;BSL;AF3195,DL9246,G35581,KQ1986,SK6715;;S;False;A;SK6715;6715;;;145009204455414798;True;KL1942;SK;SAS;150.0;;J;;2026-05-27 05:52:00+00:00;2026-05-26 22:41:37.668000+00:00;;2026-05-27 06:00:00+00:00;;;;;;;
;;TLS;AF3118,DL9265,G35554,SK6797;;S;False;A;SK6797;6797;;;145009204455415394;True;KL1448;SK;SAS;150.0;;J;;2026-05-27 05:52:00+00:00;2026-05-26 22:16:55.230000+00:00;;2026-05-27 06:00:00+00:00;;;;;;;
;;ZAG;DL9314,SK6835;;S;False;A;SK6835;6835;;;145009204455417684;True;KL1964;SK;SAS;150.0;;J;;2026-05-27 05:52:00+00:00;2026-05-26 22:11:49.474000+00:00;;2026-05-27 06:00:00+00:00;;;;;;;
;;FRA;A31403,AC9076,UA9156;;S;False;D;UA9156;9156;B17;B;145009204695595195;True;LH1003;UA;UAL;40.0;DAIZD;J;1.0;;2026-05-26 22:22:53.466000+00:00;;2026-05-27 06:00:00+00:00;;2026-05-27 05:38:00+00:00;2026-05-27 05:55:00+00:00;;;;
;;WAW;AM6415,DL9286,KQ1364,UX3749;;S;False;A;UX3749;3749;;;145009204781215124;True;KL1310;UX;AEA;519.0;;J;;2026-05-27 05:52:00+00:00;2026-05-26 22:11:47.187000+00:00;;2026-05-27 06:00:00+00:00;;;;;;;
;;JFK;AF5591,KL6070,VS3928;;N;False;A;VS3928;3928;E2;E;145009204901166754;True;DL0046;VS;VIR;181.0;N805NW;J;;2026-05-27 05:33:00+00:00;2026-05-26 22:56:09.402000+00:00;;2026-05-27 06:00:00+00:00;;;;;;;
;;BOS;AF3607,KL6016,VS3931;;N;False;A;VS3931;3931;;;145009204901166814;True;DL0242;VS;VIR;181.0;;J;;2026-05-27 05:52:00+00:00;2026-05-26 20:29:56.754000+00:00;;2026-05-27 06:00:00+00:00;;;;;;;
;;NWI;AF3204,DL9671,KQ1516,VS6914;;N;False;A;VS6914;6914;;;145009204901470590;True;KL1054;VS;VIR;181.0;;J;;2026-05-27 05:52:00+00:00;2026-05-26 23:16:49.743000+00:00;;2026-05-27 06:00:00+00:00;;;;;;;
;;MAN;DL9363,GA9760,KE6423,MF9660,MU1621,VS7077,6E3398;;N;False;D;VS7077;7077;D6;D;145009204901547705;True;KL1029;VS;VIR;181.0;PHEZE;J;2.0;;2026-05-26 22:21:07.678000+00:00;;2026-05-27 06:00:00+00:00;;2026-05-27 05:35:00+00:00;2026-05-27 05:45:00+00:00;;;;
;;EDI;DL9584,KQ1277,MF9746,SK6710,VS6975,6E3236;;N;False;D;6E3236;3236;E21;E;145009206374238205;True;KL0923;6E;IGO;5300.0;PHNXM;J;2.0;;2026-05-26 22:21:54.824000+00:00;;2026-05-27 06:05:00+00:00;;2026-05-27 05:40:00+00:00;2026-05-27 05:50:00+00:00;;;;
;;BHX;AM6492,BT6033,DL9450,KQ1420,VS6934,6E3302;;N;False;A;6E3302;3302;;;145009206374240712;True;KL1040;6E;IGO;5300.0;;J;;2026-05-27 05:57:00+00:00;2026-05-26 23:06:17.526000+00:00;;2026-05-27 06:05:00+00:00;;;;;;;
;;FRA;AM6385,DL9517,GA9083,MF9603,SK6663,6E3326;;S;False;A;6E3326;3326;;;145009206374240868;True;KL1814;6E;IGO;5300.0;;J;;2026-05-27 05:57:00+00:00;2026-05-26 23:11:36.596000+00:00;;2026-05-27 06:05:00+00:00;;;;;;;
;;LYS;AF8316,BT6004,DL9654,GA9757,KQ1412,SK6731,SV6759;;S;False;A;AF8316;8316;;;145009201940482398;True;KL1426;AF;AFR;80.0;;J;;2026-05-27 05:57:00+00:00;2026-05-26 22:41:29.282000+00:00;;2026-05-27 06:05:00+00:00;;;;;;;
;;FRA;AM6385,DL9517,GA9083,MF9603,SK6663,6E3326;;S;False;A;AM6385;6385;;;145009201966518556;True;KL1814;AM;AMX;794.0;;J;;2026-05-27 05:57:00+00:00;2026-05-26 23:11:36.596000+00:00;;2026-05-27 06:05:00+00:00;;;;;;;
;;BHX;AM6492,BT6033,DL9450,KQ1420,VS6934,6E3302;;N;False;A;AM6492;6492;;;145009201966521362;True;KL1040;AM;AMX;794.0;;J;;2026-05-27 05:57:00+00:00;2026-05-26 23:06:17.526000+00:00;;2026-05-27 06:05:00+00:00;;;;;;;
;;LYS;AF8316,BT6004,DL9654,GA9757,KQ1412,SK6731,SV6759;;S;False;A;BT6004;6004;;;145009202131435916;True;KL1426;BT;BTI;419.0;;J;;2026-05-27 05:57:00+00:00;2026-05-26 22:41:29.282000+00:00;;2026-05-27 06:05:00+00:00;;;;;;;
;;BHX;AM6492,BT6033,DL9450,KQ1420,VS6934,6E3302;;N;False;A;BT6033;6033;;;145009202131436136;True;KL1040;BT;BTI;419.0;;J;;2026-05-27 05:57:00+00:00;2026-05-26 23:06:17.526000+00:00;;2026-05-27 06:05:00+00:00;;;;;;;
;;BCN;DL9188,GA9248,KE6405,MU1839;;S;False;D;DL9188;9188;C11;C;145009202379132425;True;KL1511;DL;DAL;58.0;PHBXU;J;1.0;;2026-05-26 23:27:50.939000+00:00;;2026-05-27 06:05:00+00:00;;2026-05-27 05:35:00+00:00;2026-05-27 05:50:00+00:00;;;;
;;BUD;DL9293,GA9253,MF9360,SK6723;;S;False;A;DL9293;9293;;;145009202379135226;True;KL1362;DL;DAL;58.0;;J;;2026-05-27 05:57:00+00:00;2026-05-26 22:11:55.529000+00:00;;2026-05-27 06:05:00+00:00;;;;;;;
;;BHX;AM6492,BT6033,DL9450,KQ1420,VS6934,6E3302;;N;False;A;DL9450;9450;;;145009202379140400;True;KL1040;DL;DAL;58.0;;J;;2026-05-27 05:57:00+00:00;2026-05-26 23:06:17.526000+00:00;;2026-05-27 06:05:00+00:00;;;;;;;
;;FRA;AM6385,DL9517,GA9083,MF9603,SK6663,6E3326;;S;False;A;DL9517;9517;;;145009202379142856;True;KL1814;DL;DAL;58.0;;J;;2026-05-27 05:57:00+00:00;2026-05-26 23:11:36.596000+00:00;;2026-05-27 06:05:00+00:00;;;;;;;
;;EDI;DL9584,KQ1277,MF9746,SK6710,VS6975,6E3236;;N;False;D;DL9584;9584;E21;E;145009202379143369;True;KL0923;DL;DAL;58.0;PHNXM;J;2.0;;2026-05-26 22:21:54.824000+00:00;;2026-05-27 06:05:00+00:00;;2026-05-27 05:40:00+00:00;2026-05-27 05:50:00+00:00;;;;
;;LYS;AF8316,BT6004,DL9654,GA9757,KQ1412,SK6731,SV6759;;S;False;A;DL9654;9654;;;145009202379145884;True;KL1426;DL;DAL;58.0;;J;;2026-05-27 05:57:00+00:00;2026-05-26 22:41:29.282000+00:00;;2026-05-27 06:05:00+00:00;;;;;;;
;;FRA;AM6385,DL9517,GA9083,MF9603,SK6663,6E3326;;S;False;A;GA9083;9083;;;145009202753961876;True;KL1814;GA;GIA;85.0;;J;;2026-05-27 05:57:00+00:00;2026-05-26 23:11:36.596000+00:00;;2026-05-27 06:05:00+00:00;;;;;;;
;;BCN;DL9188,GA9248,KE6405,MU1839;;S;False;D;GA9248;9248;C11;C;145009202753967067;True;KL1511;GA;GIA;85.0;PHBXU;J;1.0;;2026-05-26 23:27:50.939000+00:00;;2026-05-27 06:05:00+00:00;;2026-05-27 05:35:00+00:00;2026-05-27 05:50:00+00:00;;;;
;;BUD;DL9293,GA9253,MF9360,SK6723;;S;False;A;GA9253;9253;;;145009202753967130;True;KL1362;GA;GIA;85.0;;J;;2026-05-27 05:57:00+00:00;2026-05-26 22:11:55.529000+00:00;;2026-05-27 06:05:00+00:00;;;;;;;
;;LYS;AF8316,BT6004,DL9654,GA9757,KQ1412,SK6731,SV6759;;S;False;A;GA9757;9757;;;145009202753980828;True;KL1426;GA;GIA;85.0;;J;;2026-05-27 05:57:00+00:00;2026-05-26 22:41:29.282000+00:00;;2026-05-27 06:05:00+00:00;;;;;;;
;;BCN;DL9188,GA9248,KE6405,MU1839;;S;False;D;KE6405;6405;C11;C;145009203323413267;True;KL1511;KE;KAL;105.0;PHBXU;J;1.0;;2026-05-26 23:27:50.939000+00:00;;2026-05-27 06:05:00+00:00;;2026-05-27 05:35:00+00:00;2026-05-27 05:50:00+00:00;;;;
;;EDI;DL9584,KQ1277,MF9746,SK6710,VS6975,6E3236;;N;False;D;KL0923;923;E21;E;145009203349057519;True;KL0923;KL;KLM;100.0;PHNXM;J;2.0;;2026-05-26 22:21:54.824000+00:00;;2026-05-27 06:05:00+00:00;;2026-05-27 05:40:00+00:00;2026-05-27 05:50:00+00:00;;;;
;;BHX;AM6492,BT6033,DL9450,KQ1420,VS6934,6E3302;;N;False;A;KL1040;1040;;;145009203349134324;True;KL1040;KL;KLM;100.0;;J;;2026-05-27 05:57:00+00:00;2026-05-26 23:06:17.526000+00:00;;2026-05-27 06:05:00+00:00;;;;;;;
;;BUD;DL9293,GA9253,MF9360,SK6723;;S;False;A;KL1362;1362;;;145009203349142690;True;KL1362;KL;KLM;100.0;;J;;2026-05-27 05:57:00+00:00;2026-05-26 22:11:55.529000+00:00;;2026-05-27 06:05:00+00:00;;;;;;;
;;LYS;AF8316,BT6004,DL9654,GA9757,KQ1412,SK6731,SV6759;;S;False;A;KL1426;1426;;;145009203349145140;True;KL1426;KL;KLM;100.0;;J;;2026-05-27 05:57:00+00:00;2026-05-26 22:41:29.282000+00:00;;2026-05-27 06:05:00+00:00;;;;;;;
;;BCN;DL9188,GA9248,KE6405,MU1839;;S;False;D;KL1511;1511;C11;C;145009203349147795;True;KL1511;KL;KLM;100.0;PHBXU;J;1.0;;2026-05-26 23:27:50.939000+00:00;;2026-05-27 06:05:00+00:00;;2026-05-27 05:35:00+00:00;2026-05-27 05:50:00+00:00;;;;
;;FRA;AM6385,DL9517,GA9083,MF9603,SK6663,6E3326;;S;False;A;KL1814;1814;;;145009203349156014;True;KL1814;KL;KLM;100.0;;J;;2026-05-27 05:57:00+00:00;2026-05-26 23:11:36.596000+00:00;;2026-05-27 06:05:00+00:00;;;;;;;
;;EDI;DL9584,KQ1277,MF9746,SK6710,VS6975,6E3236;;N;False;D;KQ1277;1277;E21;E;145009203367881647;True;KL0923;KQ;KQA;208.0;PHNXM;J;2.0;;2026-05-26 22:21:54.824000+00:00;;2026-05-27 06:05:00+00:00;;2026-05-27 05:40:00+00:00;2026-05-27 05:50:00+00:00;;;;
;;LYS;AF8316,BT6004,DL9654,GA9757,KQ1412,SK6731,SV6759;;S;False;A;KQ1412;1412;;;145009203367886668;True;KL1426;KQ;KQA;208.0;;J;;2026-05-27 05:57:00+00:00;2026-05-26 22:41:29.282000+00:00;;2026-05-27 06:05:00+00:00;;;;;;;
;;BHX;AM6492,BT6033,DL9450,KQ1420,VS6934,6E3302;;N;False;A;KQ1420;1420;;;145009203367886738;True;KL1040;KQ;KQA;208.0;;J;;2026-05-27 05:57:00+00:00;2026-05-26 23:06:17.526000+00:00;;2026-05-27 06:05:00+00:00;;;;;;;
;;BUD;DL9293,GA9253,MF9360,SK6723;;S;False;A;MF9360;9360;;;145009203604839030;True;KL1362;MF;CXA;1551.0;;J;;2026-05-27 05:57:00+00:00;2026-05-26 22:11:55.529000+00:00;;2026-05-27 06:05:00+00:00;;;;;;;
;;FRA;AM6385,DL9517,GA9083,MF9603,SK6663,6E3326;;S;False;A;MF9603;9603;;;145009203604846806;True;KL1814;MF;CXA;1551.0;;J;;2026-05-27 05:57:00+00:00;2026-05-26 23:11:36.596000+00:00;;2026-05-27 06:05:00+00:00;;;;;;;
;;EDI;DL9584,KQ1277,MF9746,SK6710,VS6975,6E3236;;N;False;D;MF9746;9746;E21;E;145009203604849847;True;KL0923;MF;CXA;1551.0;PHNXM;J;2.0;;2026-05-26 22:21:54.824000+00:00;;2026-05-27 06:05:00+00:00;;2026-05-27 05:40:00+00:00;2026-05-27 05:50:00+00:00;;;;
;;BCN;DL9188,GA9248,KE6405,MU1839;;S;False;D;MU1839;1839;C11;C;145009203660266899;True;KL1511;MU;CES;1294.0;PHBXU;J;1.0;;2026-05-26 23:27:50.939000+00:00;;2026-05-27 06:05:00+00:00;;2026-05-27 05:35:00+00:00;2026-05-27 05:50:00+00:00;;;;
;;FRA;AM6385,DL9517,GA9083,MF9603,SK6663,6E3326;;S;False;A;SK6663;6663;;;145009204455412426;True;KL1814;SK;SAS;150.0;;J;;2026-05-27 05:57:00+00:00;2026-05-26 23:11:36.596000+00:00;;2026-05-27 06:05:00+00:00;;;;;;;
;;EDI;DL9584,KQ1277,MF9746,SK6710,VS6975,6E3236;;N;False;D;SK6710;6710;E21;E;145009204455414789;True;KL0923;SK;SAS;150.0;PHNXM;J;2.0;;2026-05-26 22:21:54.824000+00:00;;2026-05-27 06:05:00+00:00;;2026-05-27 05:40:00+00:00;2026-05-27 05:50:00+00:00;;;;
;;BUD;DL9293,GA9253,MF9360,SK6723;;S;False;A;SK6723;6723;;;145009204455414868;True;KL1362;SK;SAS;150.0;;J;;2026-05-27 05:57:00+00:00;2026-05-26 22:11:55.529000+00:00;;2026-05-27 06:05:00+00:00;;;;;;;
;;LYS;AF8316,BT6004,DL9654,GA9757,KQ1412,SK6731,SV6759;;S;False;A;SK6731;6731;;;145009204455414938;True;KL1426;SK;SAS;150.0;;J;;2026-05-27 05:57:00+00:00;2026-05-26 22:41:29.282000+00:00;;2026-05-27 06:05:00+00:00;;;;;;;
;;LYS;AF8316,BT6004,DL9654,GA9757,KQ1412,SK6731,SV6759;;S;False;A;SV6759;6759;;;145009204496646644;True;KL1426;SV;SVA;151.0;;J;;2026-05-27 05:57:00+00:00;2026-05-26 22:41:29.282000+00:00;;2026-05-27 06:05:00+00:00;;;;;;;
;;BHX;AM6492,BT6033,DL9450,KQ1420,VS6934,6E3302;;N;False;A;VS6934;6934;;;145009204901470738;True;KL1040;VS;VIR;181.0;;J;;2026-05-27 05:57:00+00:00;2026-05-26 23:06:17.526000+00:00;;2026-05-27 06:05:00+00:00;;;;;;;
;;EDI;DL9584,KQ1277,MF9746,SK6710,VS6975,6E3236;;N;False;D;VS6975;6975;E21;E;145009204901471037;True;KL0923;VS;VIR;181.0;PHNXM;J;2.0;;2026-05-26 22:21:54.824000+00:00;;2026-05-27 06:05:00+00:00;;2026-05-27 05:40:00+00:00;2026-05-27 05:50:00+00:00;;;;
;;ABZ;DL9377,VS6907,6E3203;;N;False;D;6E3203;3203;D6;D;145009206374237977;True;KL0911;6E;IGO;5300.0;DAKJC;J;2.0;;2026-05-26 22:22:12.349000+00:00;;2026-05-27 06:10:00+00:00;;2026-05-27 05:45:00+00:00;2026-05-27 05:55:00+00:00;;;;
;;CDG;DL9659,GA9240,KQ1227,MK7593,VN3153,6E3222;;S;False;D;6E3222;3222;D74;D;145009206374238123;True;KL1405;6E;IGO;5300.0;PHBGQ;J;1.0;;2026-05-26 22:21:39.348000+00:00;;2026-05-27 06:10:00+00:00;;2026-05-27 05:40:00+00:00;2026-05-27 05:55:00+00:00;;;;
;;NCL;AM6503,DL9664,VS7092,6E3362;;N;False;A;6E3362;3362;;;145009206374241156;True;KL0952;6E;IGO;5300.0;;J;;2026-05-27 06:02:00+00:00;2026-05-26 22:57:09.178000+00:00;;2026-05-27 06:10:00+00:00;;;;;;;
;;HUY;AF3202,DL9554,KQ1486,VS7004;;N;False;A;AF3202;3202;;;145009201939973048;True;KL0970;AF;AFR;80.0;;J;;2026-05-27 06:02:00+00:00;2026-05-26 23:21:52.790000+00:00;;2026-05-27 06:10:00+00:00;;;;;;;
;;NCL;AM6503,DL9664,VS7092,6E3362;;N;False;A;AM6503;6503;;;145009201966523436;True;KL0952;AM;AMX;794.0;;J;;2026-05-27 06:02:00+00:00;2026-05-26 22:57:09.178000+00:00;;2026-05-27 06:10:00+00:00;;;;;;;
;;ABZ;DL9377,VS6907,6E3203;;N;False;D;DL9377;9377;D6;D;145009202379137825;True;KL0911;DL;DAL;58.0;DAKJC;J;2.0;;2026-05-26 22:22:12.349000+00:00;;2026-05-27 06:10:00+00:00;;2026-05-27 05:45:00+00:00;2026-05-27 05:55:00+00:00;;;;
;;HUY;AF3202,DL9554,KQ1486,VS7004;;N;False;A;DL9554;9554;;;145009202379143146;True;KL0970;DL;DAL;58.0;;J;;2026-05-27 06:02:00+00:00;2026-05-26 23:21:52.790000+00:00;;2026-05-27 06:10:00+00:00;;;;;;;
;;CDG;DL9659,GA9240,KQ1227,MK7593,VN3153,6E3222;;S;False;D;DL9659;9659;D74;D;145009202379145895;True;KL1405;DL;DAL;58.0;PHBGQ;J;1.0;;2026-05-26 22:21:39.348000+00:00;;2026-05-27 06:10:00+00:00;;2026-05-27 05:40:00+00:00;2026-05-27 05:55:00+00:00;;;;
;;NCL;AM6503,DL9664,VS7092,6E3362;;N;False;A;DL9664;9664;;;145009202379145958;True;KL0952;DL;DAL;58.0;;J;;2026-05-27 06:02:00+00:00;2026-05-26 22:57:09.178000+00:00;;2026-05-27 06:10:00+00:00;;;;;;;
;;CDG;DL9659,GA9240,KQ1227,MK7593,VN3153,6E3222;;S;False;D;GA9240;9240;D74;D;145009202753967051;True;KL1405;GA;GIA;85.0;PHBGQ;J;1.0;;2026-05-26 22:21:39.348000+00:00;;2026-05-27 06:10:00+00:00;;2026-05-27 05:40:00+00:00;2026-05-27 05:55:00+00:00;;;;
;;ABZ;DL9377,VS6907,6E3203;;N;False;D;KL0911;911;D6;D;145009203349057441;True;KL0911;KL;KLM;100.0;DAKJC;J;2.0;;2026-05-26 22:22:12.349000+00:00;;2026-05-27 06:10:00+00:00;;2026-05-27 05:45:00+00:00;2026-05-27 05:55:00+00:00;;;;
;;NCL;AM6503,DL9664,VS7092,6E3362;;N;False;A;KL0952;952;;;145009203349057738;True;KL0952;KL;KLM;100.0;;J;;2026-05-27 06:02:00+00:00;2026-05-26 22:57:09.178000+00:00;;2026-05-27 06:10:00+00:00;;;;;;;
;;HUY;AF3202,DL9554,KQ1486,VS7004;;N;False;A;KL0970;970;;;145009203349057882;True;KL0970;KL;KLM;100.0;;J;;2026-05-27 06:02:00+00:00;2026-05-26 23:21:52.790000+00:00;;2026-05-27 06:10:00+00:00;;;;;;;
;;CDG;DL9659,GA9240,KQ1227,MK7593,VN3153,6E3222;;S;False;D;KL1405;1405;D74;D;145009203349144991;True;KL1405;KL;KLM;100.0;PHBGQ;J;1.0;;2026-05-26 22:21:39.348000+00:00;;2026-05-27 06:10:00+00:00;;2026-05-27 05:40:00+00:00;2026-05-27 05:55:00+00:00;;;;
;;CDG;DL9659,GA9240,KQ1227,MK7593,VN3153,6E3222;;S;False;D;KQ1227;1227;D74;D;145009203367881277;True;KL1405;KQ;KQA;208.0;PHBGQ;J;1.0;;2026-05-26 22:21:39.348000+00:00;;2026-05-27 06:10:00+00:00;;2026-05-27 05:40:00+00:00;2026-05-27 05:55:00+00:00;;;;
;;HUY;AF3202,DL9554,KQ1486,VS7004;;N;False;A;KQ1486;1486;;;145009203367887194;True;KL0970;KQ;KQA;208.0;;J;;2026-05-27 06:02:00+00:00;2026-05-26 23:21:52.790000+00:00;;2026-05-27 06:10:00+00:00;;;;;;;
;;CDG;DL9659,GA9240,KQ1227,MK7593,VN3153,6E3222;;S;False;D;MK7593;7593;D74;D;145009203623383733;True;KL1405;MK;MAU;2867.0;PHBGQ;J;1.0;;2026-05-26 22:21:39.348000+00:00;;2026-05-27 06:10:00+00:00;;2026-05-27 05:40:00+00:00;2026-05-27 05:55:00+00:00;;;;
;;CDG;DL9659,GA9240,KQ1227,MK7593,VN3153,6E3222;;S;False;D;VN3153;3153;D74;D;145009204882403453;True;KL1405;VN;HVN;2328.0;PHBGQ;J;1.0;;2026-05-26 22:21:39.348000+00:00;;2026-05-27 06:10:00+00:00;;2026-05-27 05:40:00+00:00;2026-05-27 05:55:00+00:00;;;;
;;ABZ;DL9377,VS6907,6E3203;;N;False;D;VS6907;6907;D6;D;145009204901470523;True;KL0911;VS;VIR;181.0;DAKJC;J;2.0;;2026-05-26 22:22:12.349000+00:00;;2026-05-27 06:10:00+00:00;;2026-05-27 05:45:00+00:00;2026-05-27 05:55:00+00:00;;;;
;;HUY;AF3202,DL9554,KQ1486,VS7004;;N;False;A;VS7004;7004;;;145009204901547180;True;KL0970;VS;VIR;181.0;;J;;2026-05-27 06:02:00+00:00;2026-05-26 23:21:52.790000+00:00;;2026-05-27 06:10:00+00:00;;;;;;;
;;NCL;AM6503,DL9664,VS7092,6E3362;;N;False;A;VS7092;7092;;;145009204901547842;True;KL0952;VS;VIR;181.0;;J;;2026-05-27 06:02:00+00:00;2026-05-26 22:57:09.178000+00:00;;2026-05-27 06:10:00+00:00;;;;;;;
;;MUC;A31409,AC9192,NH6176;;S;False;D;A31409;1409;C7;C;145009202029735655;True;LH2311;A3;AEE;386.0;DAINH;J;1.0;;2026-05-26 22:23:01.189000+00:00;;2026-05-27 06:15:00+00:00;;;;;;;
;;MUC;A31409,AC9192,NH6176;;S;False;D;AC9192;9192;C7;C;145009201929333847;True;LH2311;AC;ACA;54.0;DAINH;J;1.0;;2026-05-26 22:23:01.189000+00:00;;2026-05-27 06:15:00+00:00;;;;;;;
;;MNL,TPE;AF5135,CI9387,SK6847;;N;False;A;AF5135;5135;G4;G;145009201940173150;True;KL0808;AF;AFR;80.0;PHBHA;J;;2026-05-27 06:13:00+00:00;2026-05-26 16:28:00.869000+00:00;;2026-05-27 06:15:00+00:00;;;;;;;
;;DTW;AF5605,KL6119,VS3930;;N;False;A;AF5605;5605;D3;D;145009201940186618;True;DL0134;AF;AFR;80.0;N812NW;J;;2026-05-27 05:51:00+00:00;2026-05-26 22:36:00.923000+00:00;;2026-05-27 06:15:00+00:00;;;;;;;
;;DPS,SIN;AF8218,QF4235;;N;False;A;AF8218;8218;F5;F;145009201940479664;True;KL0836;AF;AFR;80.0;PHBVA;J;;2026-05-27 06:11:00+00:00;2026-05-26 23:00:16.205000+00:00;;2026-05-27 06:15:00+00:00;;;;;;;
;;TRD;AF8328,DL9270,G35696,KQ1172;;S;False;A;AF8328;8328;;;145009201940482476;True;KL1150;AF;AFR;80.0;;J;;2026-05-27 06:07:00+00:00;2026-05-26 22:11:48.312000+00:00;;2026-05-27 06:15:00+00:00;;;;;;;
;;MNL,TPE;AF5135,CI9387,SK6847;;N;False;A;CI9387;9387;G4;G;145009202229205018;True;KL0808;CI;CAL;44.0;PHBHA;J;;2026-05-27 06:13:00+00:00;2026-05-26 16:28:00.869000+00:00;;2026-05-27 06:15:00+00:00;;;;;;;
;;DTW;AF5605,KL6119,VS3930;;N;False;A;DL0134;134;D3;D;145009202378220292;True;DL0134;DL;DAL;58.0;N812NW;J;;2026-05-27 05:51:00+00:00;2026-05-26 22:36:00.923000+00:00;;2026-05-27 06:15:00+00:00;;;;;;;
;;DTW;;;N;False;A;DL134;134;;;145009201791962470;False;DL134;DL;;;;J;;;2026-01-05 13:54:59.519000+00:00;;2026-05-27 06:15:00+00:00;;;;;;;
;;TRD;AF8328,DL9270,G35696,KQ1172;;S;False;A;DL9270;9270;;;145009202379135072;True;KL1150;DL;DAL;58.0;;J;;2026-05-27 06:07:00+00:00;2026-05-26 22:11:48.312000+00:00;;2026-05-27 06:15:00+00:00;;;;;;;
;;LIN;;;S;False;D;EJU7805;7805;;M;145009228902074853;True;EJU7805;EC;EJU;5151.0;OELSM;J;3.0;;2026-05-26 22:22:44.406000+00:00;;2026-05-27 06:15:00+00:00;;;;;;;2026-05-27 06:15:00+00:00
;;LTN;;;N;False;A;EZY2511;2511;;;145009231135560086;True;EZY2511;U2;EZY;64.0;;J;;2026-05-27 06:07:00+00:00;2026-05-26 18:52:56.680000+00:00;;2026-05-27 06:15:00+00:00;;;;;;;
;;TRD;AF8328,DL9270,G35696,KQ1172;;S;False;A;G35696;5696;;;145009202862274498;True;KL1150;G3;GLO;4918.0;;J;;2026-05-27 06:07:00+00:00;2026-05-26 22:11:48.312000+00:00;;2026-05-27 06:15:00+00:00;;;;;;;
;;DMM,RUH;;;N;False;A;KL0417;417;;;145009203349043762;False;KL0417;KL;;;;J;;;2026-04-14 09:04:05.471000+00:00;;2026-05-27 06:15:00+00:00;;;;;;;
;;MNL,TPE;AF5135,CI9387,SK6847;;N;False;A;KL0808;808;G4;G;145009203349054642;True;KL0808;KL;KLM;100.0;PHBHA;J;;2026-05-27 06:13:00+00:00;2026-05-26 16:28:00.869000+00:00;;2026-05-27 06:15:00+00:00;;;;;;;
;;DPS,SIN;AF8218,QF4235;;N;False;A;KL0836;836;F5;F;145009203349054860;True;KL0836;KL;KLM;100.0;PHBVA;J;;2026-05-27 06:11:00+00:00;2026-05-26 23:00:16.205000+00:00;;2026-05-27 06:15:00+00:00;;;;;;;
;;TRD;AF8328,DL9270,G35696,KQ1172;;S;False;A;KL1150;1150;;;145009203349137136;True;KL1150;KL;KLM;100.0;;J;;2026-05-27 06:07:00+00:00;2026-05-26 22:11:48.312000+00:00;;2026-05-27 06:15:00+00:00;;;;;;;
;;DTW;AF5605,KL6119,VS3930;;N;False;A;KL6119;6119;D3;D;145009203349643388;True;DL0134;KL;KLM;100.0;N812NW;J;;2026-05-27 05:51:00+00:00;2026-05-26 22:36:00.923000+00:00;;2026-05-27 06:15:00+00:00;;;;;;;
;;TRD;AF8328,DL9270,G35696,KQ1172;;S;False;A;KQ1172;1172;;;145009203367878898;True;KL1150;KQ;KQA;208.0;;J;;2026-05-27 06:07:00+00:00;2026-05-26 22:11:48.312000+00:00;;2026-05-27 06:15:00+00:00;;;;;;;
;;MUC;A31409,AC9192,NH6176;;S;False;D;LH2311;2311;C7;C;145009203472938251;True;LH2311;LH;DLH;112.0;DAINH;J;1.0;;2026-05-26 22:23:01.189000+00:00;;2026-05-27 06:15:00+00:00;;;;;;;
;;MUC;A31409,AC9192,NH6176;;S;False;D;NH6176;6176;C7;C;145009203750714281;True;LH2311;NH;ANA;797.0;DAINH;J;1.0;;2026-05-26 22:23:01.189000+00:00;;2026-05-27 06:15:00+00:00;;;;;;;
;;DPS,SIN;AF8218,QF4235;;N;False;A;QF4235;4235;F5;F;145009204159081206;True;KL0836;QF;QFA;205.0;PHBVA;J;;2026-05-27 06:11:00+00:00;2026-05-26 23:00:16.205000+00:00;;2026-05-27 06:15:00+00:00;;;;;;;
;;STN;;;N;False;A;QY1443;1443;;;145009204230000952;True;QY1443;QY;BCS;289.0;;F;;2026-05-27 06:07:00+00:00;2026-05-26 15:44:34.508000+00:00;;2026-05-27 06:15:00+00:00;;;;;;;
;;MNL,TPE;AF5135,CI9387,SK6847;;N;False;A;SK6847;6847;G4;G;145009204455417762;True;KL0808;SK;SAS;150.0;PHBHA;J;;2026-05-27 06:13:00+00:00;2026-05-26 16:28:00.869000+00:00;;2026-05-27 06:15:00+00:00;;;;;;;
;;DTW;AF5605,KL6119,VS3930;;N;False;A;VS3930;3930;D3;D;145009204901166812;True;DL0134;VS;VIR;181.0;N812NW;J;;2026-05-27 05:51:00+00:00;2026-05-26 22:36:00.923000+00:00;;2026-05-27 06:15:00+00:00;;;;;;;
